#timestamp tx ty tz qx qy qz qw
1731151711.163608333 -0.003788128 -0.015016026 -0.000400064 0.021774562 0.864272166 -0.502379364 0.013208570
1731151711.196975000 -0.010994702 -0.021625223 0.000935414 0.020753604 0.863205154 -0.504243757 0.013578784
1731151711.230341666 -0.013061022 -0.021609886 0.002805758 0.017245620 0.861730033 -0.506988732 0.009293276
1731151711.263708333 -0.016185623 -0.021713404 0.003438007 0.015406176 0.861652171 -0.507215331 0.007126953
1731151712.598375000 -0.038337655 -0.040614707 0.048137625 -0.003555273 0.806587484 -0.590858554 -0.017034071
1731151716.101875000 0.022920614 -0.015762678 0.046755866 -0.036821882 0.852291103 -0.521141704 0.025599776
1731151716.302075000 0.016483181 -0.011206039 0.044640415 -0.030739733 0.863814863 -0.502404644 0.021645445
1731151716.635741666 0.010141980 -0.012564988 0.026891070 -0.022078117 0.873794517 -0.485445208 0.018402402
1731151717.102875000 0.008308117 -0.015274384 0.030440363 -0.021505248 0.874767437 -0.483749404 0.017492007
1731151718.137241666 0.007078634 -0.019093775 -0.004966584 -0.009162932 0.890427688 -0.455001484 -0.005312565
1731151718.437541666 -0.001059840 -0.027951758 -0.001747908 -0.003703691 0.899892267 -0.436093934 -0.001507016
1731151719.905675000 -0.024882690 -0.021727299 0.017551583 0.003646167 0.861687953 -0.506660801 -0.027846199
1731151720.72508333 -0.038764044 -0.028897173 0.017459744 0.005239311 0.846501331 -0.531534030 -0.029658405
1731151721.206975000 -0.032374078 -0.077009964 0.077549883 0.074457856 0.814326145 -0.571254463 0.070691562
1731151722.174608333 -0.059492687 -0.084405506 0.068072456 0.161404387 0.794884506 -0.563361049 0.157262754
1731151722.474908333 -0.065854328 -0.092205799 0.009193288 0.059011181 0.851015323 -0.515745966 0.079351739
1731151722.608375000 -0.067486261 -0.089066491 -0.029692750 0.009424211 0.867725789 -0.496288425 0.025708737
1731151722.775208333 -0.074577120 -0.080919782 -0.071410153 -0.048397723 0.877416360 -0.474797791 -0.048633837
1731151722.908675000 -0.086796753 -0.073541198 -0.098223009 -0.095688666 0.875337901 -0.462020213 -0.105662490
1731151723.108875000 -0.108029489 -0.062018054 -0.126474678 -0.163108701 0.862302909 -0.444672108 -0.179153456
1731151723.576008333 -0.158952781 -0.053344891 -0.149173519 -0.254714631 0.824934550 -0.417474221 -0.283405575
1731151724.343441666 -0.090662573 -0.097898943 -0.124442186 -0.137067545 0.841540987 -0.497891940 -0.158508268
1731151724.610375000 -0.057455973 -0.118964357 -0.080544332 -0.032061325 0.833385640 -0.549047775 -0.054653342
1731151724.743841666 -0.051591439 -0.126629131 -0.052001384 0.019714959 0.824418893 -0.565634235 0.001649503
1731151725.10775000 -0.039600213 -0.129012267 -0.017558978 0.116478334 0.799106952 -0.579909787 0.107543085
1731151725.544641666 -0.050292608 -0.131134340 0.015377436 0.230654565 0.763803049 -0.557326293 0.229762437
1731151726.378808333 -0.070078093 -0.137481644 -0.053657929 0.070751533 0.825457833 -0.555701626 0.069349038
1731151726.512275000 -0.072420835 -0.131797837 -0.069346027 0.025975988 0.835378864 -0.548811594 0.016529837
1731151726.545641666 -0.070228161 -0.128343009 -0.072454469 0.015693429 0.838290667 -0.544990554 0.002787459
1731151726.812575000 -0.074424716 -0.121693243 -0.101380999 -0.053739323 0.853625166 -0.507581026 -0.103911803
1731151727.112875000 -0.086841759 -0.107811500 -0.145158499 -0.121560390 0.851241751 -0.466581578 -0.207152560
1731151728.113875000 -0.041243839 -0.148598026 -0.132422224 -0.063702372 0.864631546 -0.490440383 -0.088445061
1731151728.514275000 -0.033505063 -0.165539823 -0.057230593 0.071913322 0.863781074 -0.490485620 0.090191945
1731151728.714475000 -0.036982864 -0.170856204 -0.034300073 0.127419965 0.849051793 -0.485404654 0.165098536
1731151728.914675000 -0.042201270 -0.168036622 -0.019949327 0.163918515 0.835048347 -0.475683634 0.222598426
1731151729.114875000 -0.044553160 -0.164860164 -0.017206766 0.179784717 0.829787903 -0.464601850 0.251544454
1731151729.248341666 -0.045444800 -0.164850350 -0.023228246 0.173270436 0.837292547 -0.457202954 0.244712088
1731151729.348441666 -0.047425842 -0.166532274 -0.035170129 0.156527600 0.847236819 -0.456251204 0.222539261
1731151729.548641666 -0.044400138 -0.169964713 -0.067999464 0.112502131 0.864951098 -0.465568827 0.149828355
